what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531026861185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531026863169
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1531026867363
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1531026870162
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --accept-bad-sysid, --sidp=0x1a824f0, /cygdrive/d/Biblioteca/Documentos/quartus13/DE2_NET/software/PepinoBoris/PepinoBoris.elf] return code: 8",1531026871243
error,log,,,"Downloading ELF Process failed",1531026871386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531026871575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531026876422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531026877316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531026901331
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1531026902417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531026904880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531026906063
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1531026910384
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1531026911485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531026918623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531026920302
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1531026920412
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.debugPerspective",1531026920412
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1531026920677
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1531026930414
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1531026930541
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1531026937114
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1531026937114
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1531026943683
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1531026947182
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1531026948996
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1531026949013
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1531026953897
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1531026955806
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531026964657
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531026966890
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1531026969839
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1531027000632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1531027005547
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1531027005937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1531027013259
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1531027018799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531027020271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531027024036
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1531027024137
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1531027028954
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1531027031016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1531027036369
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1531027038787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531027040109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531027044861
