what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916370927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916393371
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1530916393378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916395729
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1530916411555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916429540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1530916429550
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1530916437510
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530916439204
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1530916446621
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1530916447958
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530916452086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916453594
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1530916456176
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1530916456236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916459127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1530916459139
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1530916463495
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530916464588
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916470242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916471848
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1530916471855
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1530916471855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916475751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916475968
executed,command,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project.commands.bspEditor",1530916490717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916490982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916639899
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1530916642016
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1530916642031
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530916655022
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1530916660649
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1530916660663
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1530916670392
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1530916672162
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1530916674128
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530916686751
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530916686946
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530916687119
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530916687291
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530916687452
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530916687627
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530916687820
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530916688043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1530916697338
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530916708187
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530916708413
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530916708529
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530916708722
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530916708882
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530916709043
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530916709195
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530916709352
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530916709501
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530916709638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1530916712092
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530916714891
executed,command,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project.commands.bspEditor",1530916722399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916722664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916729616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916732496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916733755
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1530916737433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916742256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916747791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1530916747797
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530916750152
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1530916750349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1530916772303
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530916775815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916777282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916778444
opened,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1530916781781
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1530916781799
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1530916796434
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1530916797455
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1530916826800
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530916843472
opened,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1530916843686
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1530916843701
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1530916856314
closed,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1530916856314
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1530916856929
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1530916896331
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1530916896782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1530916907449
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530916922831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916924418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916951147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916960431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530916965658
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1530916969323
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530916992481
opened,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1530916992673
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1530916992686
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530917034016
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1530917037627
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1530917037634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917042962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917043190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917045931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917046239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917046855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917046873
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1530917046888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917046977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917049317
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530917049977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917053575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917073394
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1530917073399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917101575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917214749
executed,command,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project.commands.quartus",1530917222148
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917225761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917228665
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1530917228674
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917230736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917232746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917233492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917234908
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530917237361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917245318
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1530917279422
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1530917279442
started,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1530917294294
started,bundle,org.eclipse.mylyn.wikitext.core,1.5.1.v20110720-0100,"org.eclipse.mylyn.wikitext.core",1530917294317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917296879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1530917296895
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1530917297921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917301876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917302946
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530917303089
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1530917303558
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1530917303561
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.0.0.156,"com.altera.debug.cdi.gdb.plugin",1530917303561
stopped,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1530917303561
stopped,bundle,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui",1530917303561
stopped,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1530917303561
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1530917303561
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1530917303562
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1530917303562
