what,kind,bundleId,bundleVersion,description,time
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1530981276904
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1530981290639
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1530981293927
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530981307553
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530981307748
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530981307931
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1530981308089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530981313182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530981315182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530981315657
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530981355953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530981356570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530981367737
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1530981387264
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1530981387311
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1530981387341
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1530981397422
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1530981397422
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1530981404302
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1530981407534
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530981410630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530981412108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530981416901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530981438177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530981441587
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1530981442865
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530981447125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530981450843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530981452565
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1530981456563
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1530981457757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530981465328
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1530981466390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530981470158
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.debugPerspective",1530981470228
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1530981475194
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1530981475268
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1530981481169
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1530981482410
