what,kind,bundleId,bundleVersion,description,time
arch,sysinfo,,,"x86",1530714159463
ws,sysinfo,,,"win32",1530714159463
locale,sysinfo,,,"pt_BR",1530714159463
processors,sysinfo,,,"8",1530714159463
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1530714159463
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1530714159463
java.specification.name,sysinfo,,,"Java Platform API Specification",1530714159463
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1530714159463
java.specification.version,sysinfo,,,"1.6",1530714159463
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1530714159463
java.version,sysinfo,,,"1.6.0_23",1530714159463
java.vm.info,sysinfo,,,"mixed mode",1530714159463
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1530714159463
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1530714159463
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1530714159463
java.vm.specification.version,sysinfo,,,"1.0",1530714159463
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1530714159463
java.vm.version,sysinfo,,,"19.0-b09",1530714159463
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1530714159592
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1530714162626
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530714171050
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1530714175312
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1530714196951
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1530714198266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1530714199121
