what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1530914255397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530914256189
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530914256194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530914257270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530914263887
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530914263895
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530914271655
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.debugPerspective",1530914271743
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1530914271745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530914273033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530914274732
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1530914275767
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1530914275837
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1530914277991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530914282924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530914287439
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1530914289796
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1530914289902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530914298404
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1530914303295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530914304459
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1530914304462
