what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531000376086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531000376776
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1531000389266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531000392907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531000412846
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1531000412905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531000418187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531000421241
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1531000421304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531000427212
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1531000464554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531000464583
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1531000464588
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1531000465202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531000466590
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531000488565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531000522688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531000539868
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1531000547995
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1531000548089
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1531000550799
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1531000550799
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1531000557568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531000589894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531000595564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531000761124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531001041168
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1531001074062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1531001075202
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1531001077043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1531001079064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1531001083267
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1531001144979
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1531001146811
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1531001147929
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1531001148380
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1531001148930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531001240053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531001252409
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1531001267490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1531001268744
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1531001274558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1531001277744
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1531001279247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1531001281143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531001312706
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531001742069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531001743501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531002081445
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531002082045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531002098105
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531002099768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531002574680
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1531002578568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1531002581624
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1531002583308
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1531002583353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531002609926
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531002771986
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1531002775776
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1531002777783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531002779890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1531002790394
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1531002809781
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1531002811372
