what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840105460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840116407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840117503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840117516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840118765
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1530840118770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840121297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840122418
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1530840124389
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1530840125973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840144737
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840152962
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530840154075
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1530840156880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840157617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840161329
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1530840163528
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1530840180528
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1530840180549
executed,command,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.properties.NewPropertySheetCommand",1530840180570
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530840186774
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1530840186814
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1530840200758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840202894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840203187
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1530840206509
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1530840207768
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530840214819
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840216611
started,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1530840220612
started,bundle,org.eclipse.mylyn.wikitext.core,1.5.1.v20110720-0100,"org.eclipse.mylyn.wikitext.core",1530840220640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840222465
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1530840222472
executed,command,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project.commands.bspEditor",1530840224989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840225261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840415157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840418769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840419177
executed,command,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project.commands.bspEditor",1530840429287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840429556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840594707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840598095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840599190
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1530840600463
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530840601745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840603726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840604807
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1530840606218
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1530840615905
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1530840620462
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1530840621412
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530840623844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840627201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840628304
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1530840628387
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1530840629790
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1530840633557
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1530840635669
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --accept-bad-sysid, --sidp=0x1a82108, /cygdrive/d/Biblioteca/Documentos/quartus13/DE2_NET/software/PepinoBoris/PepinoBoris.elf] return code: 4, 'other error'",1530840636659
error,log,,,"Downloading ELF Process failed",1530840636670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840636731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530840644277
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1530840645754
